pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_3,Medication Management,,Do not take any other medications that include Tylenol while taking these pain medications.,,,,medium,,,,,,False,pattern,False
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_4,Medication Management,,"Do not drink alcohol or drive while taking narcotic pain medication (hydrocodone, oxycodone, dilaudid, etc.",,,,medium,,,,,,False,pattern,False
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_5,Insurance,,"You may use your hand, but do not perform any tight grip activities for the first few weeks after surgery.",,,,low,,,,,,False,pattern,True
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_6,Work Return,,"Return to work depends on your job requirements, specifics of your surgery and pain/swelling levels.",,,,medium,,,,,,True,pattern,True
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_7,Activity Restrictions,,"Do not resume sports, use exercise equipment or perform strenuous physical activity (including lifting weights) until your surgeon says it is okay.",,,,medium,,,,,,False,pattern,False
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_8,Medication Management,,Return to driving after surgery is okay once narcotic pain medication has been stopped and you are cleared by your surgeon.,,,,medium,,,,,,True,pattern,False
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_9,Wound Care,,"After surgery, wounds are typically covered with a soft dressing.",,,,medium,,,,,,False,pattern,False
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_10,Diet & Nutrition,,"After surgery, some patients experience nausea.",,,,medium,,,,,,False,pattern,False
[88%] trigger-finger-post-op.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] trigger-finger-post-op.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] trigger-finger-post-op_11,Hearing,,"When you begin to feel some tingling in the extremity, the block is beginning to wear off.",,,,medium,,,,,,False,pattern,True
[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,agent_output/organized_pdfs/Plastic Surgery/[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,Plastic Surgery,Plastic Surgery,0.59,[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web_1,Uncategorized,,You can gradually increase the amount of talking that is possible over the course of a month.,,,,medium,,,,,,False,pattern,False
[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,agent_output/organized_pdfs/Plastic Surgery/[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,Plastic Surgery,Plastic Surgery,0.59,[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web_2,Hearing,,You must wear the com- pression vest for at least four weeks post-operatively.,,,,high,,,,,,False,pattern,True
[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,agent_output/organized_pdfs/Plastic Surgery/[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,Plastic Surgery,Plastic Surgery,0.59,[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web_3,Uncategorized,,You may have to make physical preparations for your surgical procedure.,,,,low,,,,,,False,pattern,False
[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,agent_output/organized_pdfs/Plastic Surgery/[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,Plastic Surgery,Plastic Surgery,0.59,[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web_4,Insurance,,You can take an active role in covering your care by knowing how your insurance covers gender affirming services.,,,,medium,,,,,,False,pattern,True
[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,agent_output/organized_pdfs/Plastic Surgery/[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,Plastic Surgery,Plastic Surgery,0.59,[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web_5,Equipment Management,,"After surgery, you will have a compression vest and surgical drains.",,,,medium,,,,compression,,False,pattern,False
[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,agent_output/organized_pdfs/Plastic Surgery/[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,Plastic Surgery,Plastic Surgery,0.59,[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web_6,Follow-up Care,,"After completing these three appointments, the surgeon’s office will call you to schedule a consultation.",,,,medium,,,,,,True,pattern,False
[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,agent_output/organized_pdfs/Plastic Surgery/[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web.pdf,Plastic Surgery,Plastic Surgery,0.59,[59%] 59553%20CTMS%20Pt%20Hndbk_interactive%20web_7,Emergency Signs,,"After metoidioplasty, there is a three to five day hospital stay, and you may go home with a tube in your stomach that will help drain your urine.",,,,low,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_1,Sleep Positioning,,Elevate head of bed to 30-45 degree angle for one week.,,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_2,Hygiene,,Do not put pressure on or wet the nasal splint.,,,,medium,,,,splint,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_3,Uncategorized,,"Do not rub or blot your nose, as this will tend to irritate if.",,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_4,Wound Care,,You may discard the drip pad and remove the tape on your cheeks when the drainage has stopped.,,,,low,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_5,Diet & Nutrition,,"Wear a wide brim hat and/or a good sunscreen (SPF-20 or greater) with both UVA and UVB protection if you are in the sun, in water or on snow for prolonged periods.",,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_6,Medication Management,,Take pain medication with food.,,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_7,Bowel Bladder,,Take a stool softener with pain medication to prevent constipation (like Ducolax which is sold over-the-counter) • DO NOT SMOKE.,,,,medium,,,,,,False,pattern,True
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_8,Medication Management,,"Do not take aspirin (or products containing aspirin) or Ibuprofen (Advil, Motrin, Midol) for 3 weeks after surgery.",,,for 3 weeks,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_9,Breathing Exercises,,Take 10 deep breaths per hour.,,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_10,Medication Management,,Take your pain medication as needed.,,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_11,Hygiene,,You may shower 2 days after surgery.,,,,low,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_12,Hygiene,,Take care to prevent the nasal splint from getting wet.,,,,medium,,,,splint,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_13,Hygiene,,Keep nasal splint intact and dry UNTIL removed by your doctor.,,,,medium,,,,splint,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_14,Wound Care,,Keep the inside edges of your nostrils and any stitches clean by using a Q-tip saturated with hydrogen peroxide.,,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_15,Hygiene,,Continue use for 1-2 weeks as needed to keep nasal passage clean and open.,,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_16,Hearing,,"Avoid strenuous activity (INCREASING YOUR HEART RATE ABOVE 100 BEATS PER MINUTE, - i.",,,,medium,,,,,,False,pattern,True
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_17,Uncategorized,,Avoid hitting your nose for 4 weeks after surgery.,,,for 4 weeks,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_18,Hygiene,,"You can shower and get the splint wet prior to your appointment, as it will be easier to remove.",,,,medium,,,,splint,,True,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_19,Breathing Exercises,,You can use nasal spray (Afrin) intermittently ONLY after the first week post-op for improved nasal breathing.,,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_20,Follow-up Care,,Follow up appointments • It is important to be seen by Jackie (PA-C) after your initial post-op checks.,,,,high,,,,,,True,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_21,Follow-up Care,,Call to schedule your appointments at (949) 515-4111 between the hours of 8:30 AM and 5:00 PM to schedule an appointment.,,,,medium,,,,,,True,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_22,Medication Management,,"When taking Valium, take it 1 – 2 hours after the pain medication.",,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_23,Hygiene,,"While the nasal splint is on, you may have your hair washed beauty salon fashion.",,,,low,,,,splint,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_24,Hygiene,,"After the nasal splint is removed, the nose can be washed gently with a mild soap and make-up can be applied.",,,,medium,,,,splint,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_25,Sleep Positioning,,After 2 weeks you should slowly increase your activities so you will be back to normal by the end of the 3rd week.,After 2 weeks,,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_26,Vision,,"After the splint is removed, do not wear glasses or allow anything else to rest on your nose for 8 weeks.",,,for 8 weeks,medium,,,,splint,,False,pattern,True
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_27,Activity Restrictions,,Walk: Get up and walk once every hour to keep your blood moving.,,every hour,,medium,,,,,,False,pattern,False
[84%] Rhinoplasty-Postoperative-Care.pdf,agent_output/organized_pdfs/Plastic Surgery/[84%] Rhinoplasty-Postoperative-Care.pdf,Plastic Surgery,Plastic Surgery,0.84,[84%] Rhinoplasty-Postoperative-Care_28,Activity Restrictions,,"Exercise and Activity: • Avoid strenuous activity (INCREASING YOUR HEART RATE ABOVE 100 BEATS PER MINUTE, - i.",,,,medium,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_1,Sleep Positioning,,You may require help the first few times you get out of bed.,,,,low,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_2,Medication Management,,Keep your head el evated about 30 degrees (two pillows) with the knees slightly flexed.,,,,medium,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_3,Diet & Nutrition,,You may start a regular diet the next day.,,,,low,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_4,Uncategorized,,"Take it with crackers, Jell -O, etc.",,,,medium,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_5,Activity Restrictions,,Do not push with your arms to lift yourself in bed.,,,,medium,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_6,Hygiene,,You can shower with the Dermabo nd on.,,,,medium,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_7,Scar Care,,Apply scar cream as directed by Dr.,,,,medium,,,,,,False,pattern,True
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_8,Hygiene,,You may shower 24 hours after surgery.,,,,low,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_9,Activity Restrictions,,You may gradually resume normal daily activities after 48 hours being careful to a void any activity that causes pain or discomfort.,after 48 hours,,,low,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_10,Activity Restrictions,,You should be commit ted to doing these exercises on each breast three times daily for life.,,,,medium,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_11,Follow-up Care,,Call to schedule your appointments at Dallas Plastic Surgery Institute at 214 -821-9114 between the hours of 8:30 – 5:00.,,,,critical,,,,,,True,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_12,Uncategorized,,"After surgery, it is important for you to have someone available to stay with you for the first 24-48 hours, as you will be weak and drowsy.",,,,high,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_13,Uncategorized,,For the first 48 hours keep your arm movements to a minimum.,,,,medium,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_14,Uncategorized,,Begin by taking liquids slowl y and progress to soups or jello.,,,,medium,,,,,,False,pattern,False
[88%] aftercare-breast-augmentation.pdf,agent_output/organized_pdfs/Plastic Surgery/[88%] aftercare-breast-augmentation.pdf,Plastic Surgery,Plastic Surgery,0.88,[88%] aftercare-breast-augmentation_15,Scar Care,,Exercises These exercises help to prevent capsular contractures (the development of scar tissue around the implant) and also help promote healing.,,,,medium,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_1,Uncategorized,,Contact Numbers……………………………….,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_2,Insurance,,"You may be receiving a lot of information , and the Johns H opkins Plastic Surgery Team is here to help you from beginning to end.",,,,low,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_3,Uncategorized,,Keep track of your questions and be sure to ask your surgical team when you see them.,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_4,Emergency Signs,,You should expect to be in the hospital for appro ximately 1 - 2 days.,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_5,Uncategorized,,Stop taking hormone s including birth control and Tamoxifen.,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_6,Emergency Signs,,You should plan to stay one night in the hospital following surgery.,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_7,Medication Management,,Stop taking aspirin or ibuprofen (e.,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_8,Uncategorized,,Do not shave for two days prior to surgery.,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_9,Pet Care,,"Do not allow the medicated liquid soap to come in contact with your eyes, ears, mouth or nose.",,,,medium,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_10,Uncategorized,,Do not use internally.,,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_11,Uncategorized,,You may need to ask for help to reach all areas.,,,,low,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_12,Hygiene,,"Do not apply lotions, makeup, powders, deodorants or creams, as they may reduce the effects of the soap.",,,,low,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_13,Hearing,,You may continue to drink clear liquids up to 2 hours before surgery.,,,,low,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_14,Uncategorized,,"Do not pack non essential, valuable items.",,,,medium,,,,,,False,pattern,False
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_15,Hearing,,"Wear loose, comfortable clothing : • Button or zip up shirts are easier for getting dressed after surgery.",,,,medium,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_16,Hearing,,"Do not wear any jewelry; this includes wedding rings, earrings and any other body piercings.",,,,medium,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_17,Pet Care,,Take your medications as instructed with a small sip of water the morning of surgery.,,,,medium,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_18,Hearing,,Wear loose and comfortable clothing.,,,,medium,,,,,,False,pattern,True
[92%] guide-to-mastectomy-with-te-eras-31023.pdf,agent_output/organized_pdfs/Plastic Surgery/[92%] guide-to-mastectomy-with-te-eras-31023.pdf,Plastic Surgery,Plastic Surgery,0.92,[92%] guide-to-mastectomy-with-te-eras-31023_19,Follow-up Care,,You should arrive to the hospital two hours prior to your scheduled surgery ti me.,,,,medium,,,,,,False,pattern,False
