pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category,enhanced,description_length
[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,agent_output/organized_pdfs/General Surgery/[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,General Surgery,General Surgery,0.96,[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1_18,Wound Care,,When should I take my dressing off? You have glue over your incisions with dissolvable stitches under the skin. You should leave this glue in place as long as it is well stuck in the area.,,,,medium,,,,,,False,pattern,False,True,188
[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,agent_output/organized_pdfs/General Surgery/[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,General Surgery,General Surgery,0.96,[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1_19,Activity Restrictions,,"When can I drive after surgery? You can drive anytime after 24 hours post-op, unless you are taking opioids for pain. You CANNOT drive if taking the prescription opioids.",,,,medium,,,,,,False,pattern,False,True,170
[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,agent_output/organized_pdfs/General Surgery/[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,General Surgery,General Surgery,0.96,[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1_20,Uncategorized,,When can I go for a run after surgery? You can go for a run 2 weeks after hernia surgery. When can I resume sexual activity?,,,,medium,,,,,,False,pattern,False,True,124
[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,agent_output/organized_pdfs/General Surgery/[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,General Surgery,General Surgery,0.96,[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1_21,Sexual Activity,,You can go for a run 2 weeks after hernia surgery. When can I resume sexual activity? You may resume sexual activity 2 weeks after hernia surgery.,,,,medium,,,,,,False,pattern,True,True,146
[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,agent_output/organized_pdfs/General Surgery/[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,General Surgery,General Surgery,0.96,[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1_22,Work Return,,When can I resume sexual activity? You may resume sexual activity 2 weeks after hernia surgery. When can I go back to work after hernia surgery?,,,,medium,,,,,,False,pattern,True,True,144
[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,agent_output/organized_pdfs/General Surgery/[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1.pdf,General Surgery,General Surgery,0.96,[96%] LAP-INGUINAL-HERNIA-REPAIR-POST-OP-INSTRUCTIONS-1_23,Sleep Positioning,,"You may go to work whenever you feel like, as long as your job does not require heavy lifting. Approximately 75% of our patients go to work within 3 days of surgery. When can I go back to the gym?",,,,medium,,,,,,False,pattern,False,True,196
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_1,Uncategorized,,You may also have light bleeding from your anus. These symptoms may last for 1 to 2 months. Your doctor will give you medicine to help relieve your pain.,,,,low,,,,,,False,pattern,False,True,153
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_2,Activity Restrictions,,Avoid heavy lifting for 4 weeks after surgery. You will probably need to take 1 to 2 weeks off from work. This depend s on the type of work you do and how you feel.,,,for 4 weeks,medium,,,,,,False,pattern,False,True,164
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_3,Uncategorized,,You may need to empty your colon with an enema or laxative. Your doctor will tell you how to do this. • Be sure you have someone to take you home.,,,,low,,,,,,False,pattern,False,True,146
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_4,Activity Restrictions,,You can start by going for 15 minute walks. • Eat healthy . Eating healthy foods will give your body the nutrients it needs to prepare for and handle th e surgery.,,,,medium,,,,,,False,pattern,False,True,163
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_5,Smoking,,You can heal faster and prevent lung problems after surgery if you quit tobacco. Aim to quit smoking and using tobacco and tobacco -like products at least 4 weeks before surgery. Talk to your healthcare team about ways to quit or cut back.,,,,medium,,,,,,False,pattern,True,True,239
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_6,Diet & Nutrition,,Stop eating at midnight. This is very important!,,,,medium,,,,,,False,pattern,False,True,48
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_7,Diet & Nutrition,,Stop eating and drinking all non-clear fluids at midnight .,,,,medium,,,,,,False,pattern,False,False,59
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_8,Diet & Nutrition,,You may DRINK CLEAR FLUIDS ONLY up to 3 hours before surgery.,,,,low,,,,,,False,pattern,False,False,61
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_9,Hygiene,,"Take a bath or shower before you come in for your surgery. Do not apply lotions, perfumes, deodorants, or nail polish. • Do not shave the surgical site yourself.",,,,medium,,,,,,False,pattern,False,True,161
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_10,Uncategorized,,"Take a bath or shower before you come in for your surgery. Do not apply lotions, perfumes, deodorants, or nail polish. • Do not shave the surgical site yourself.",,,,medium,,,,,,False,pattern,False,True,161
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_11,Wound Care,,"Take a bath or shower before you come in for your surgery. Do not apply lotions, perfumes, deodorants, or nail polish. • Do not shave the surgical site yourself.",,,,medium,,,,,,False,pattern,False,True,161
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_12,Uncategorized,,"Take off all jewelry and piercings. And take out contact len ses, if you wear them.",,,,medium,,,,,,False,pattern,False,True,83
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_13,Monitoring,,"You may feel nauseated, light headed dizzy or sleepy for up to 24 hours after your surgery • You may have a slight temperature for 2 days • You may feel tired for a few days after your surgery For 24 hours after your surgery do not…. Drive a vehicle Operate heavy equipment Drink alcohol or smoke Make any important or legal decisions At Home Slowly get more active. • Eat healthy and drink fluids as you did before surgery (unless your healthcare team gives you other instructions).",,,for 2 days,low,,,,,,False,pattern,False,True,483
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_14,Medication Management,,"Take less pain medicine as your pain gets better. • Take your blood thinner and other m edicines as you were told. Hemorrhoidectomy: What to Expect at Home Your Recovery After you have hemorrhoids removed, you can expect to feel better each day.",,,,medium,,,,,,False,pattern,False,True,245
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_15,Uncategorized,,"Take less pain medicine as your pain gets better. • Take your blood thinner and other m edicines as you were told. Hemorrhoidectomy: What to Expect at Home Your Recovery After you have hemorrhoids removed, you can expect to feel better each day.",,,,medium,,,,,,False,pattern,False,True,245
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_16,Pain Management,,Rest when you feel tired. • Be active. Walking is a good choice.,,,,medium,,,,,,False,pattern,False,True,64
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_17,Hygiene,,You may take showers and baths as usual. Pat your anal area dry when you are done.,,,,low,,,,,,False,pattern,False,True,82
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_18,Diet & Nutrition,,"Start with light foods such as soup, toast and tea. • Avoid dairy and fatty foods as this might cause stomach upset • Follow your doctor's instructions about eating after surgery. • Start adding high -fibre foods to your diet 2 or 3 days after your surgery.",,,,medium,,,,,,False,pattern,False,True,257
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_19,Diet & Nutrition,,"Start with light foods such as soup, toast and tea. • Avoid dairy and fatty foods as this might cause stomach upset • Follow your doctor's instructions about eating after surgery. • Start adding high -fibre foods to your diet 2 or 3 days after your surgery.",,,,medium,,,,,,False,pattern,False,True,257
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_20,Diet & Nutrition,,"Start with light foods such as soup, toast and tea. • Avoid dairy and fatty foods as this might cause stomach upset • Follow your doctor's instructions about eating after surgery. • Start adding high -fibre foods to your diet 2 or 3 days after your surgery.",,,,medium,,,,,,False,pattern,False,True,257
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_21,Uncategorized,,Do not stop taking them just because you feel better. You need to take the full course of antibiotics.,,,,medium,,,,,,False,pattern,False,True,102
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_22,Medication Management,,You may apply numbing medicines before and after bowel movements to relieve pain.,,,,low,,,,,,False,pattern,False,False,81
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_23,Bowel Bladder,,Avoid sitting on the toilet for long periods of time or strain ing during bowel movements. • Keep your anal area clean. • Support your feet with a small step stool when you sit on the toilet.,,,,medium,,,,,,False,pattern,True,True,191
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_24,Hygiene,,Avoid sitting on the toilet for long periods of time or strain ing during bowel movements. • Keep your anal area clean. • Support your feet with a small step stool when you sit on the toilet.,,,,medium,,,,,,False,pattern,False,True,191
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_25,Pain Management,,Apply ice several times a day for 10 minutes at a time.,,,,medium,,,,,,False,pattern,False,False,55
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_26,Uncategorized,,You may get it through a small tube placed in a vein (IV).You are unconscious and will not feel pain.,,,,low,,,,,,False,pattern,False,True,101
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_27,Uncategorized,,You may feel some of the effects of anesthesia for a while.,,,,low,,,,,,False,pattern,False,False,59
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_28,Uncategorized,,"You may feel cold and shiver when you first wake up. • A sore throat, if you had general anesthesia. • Muscle aches or weakness.",,,,low,,,,,,False,pattern,False,True,128
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_29,Emergency Signs,,You may go home the same day of surgery or you may stay in the hospital. Your doctor will check on your recovery from the anesthesia. He or she will answer any questions you may have.,,,,low,,,,,,False,pattern,False,True,183
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_30,Emergency Signs,,"When should you call for help? Call 911 anytime you think you may need emergency care. For example, call if: • You passed out (lost consciousness).",,,,critical,,,,,,False,pattern,False,True,147
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_31,Monitoring,,"Call your doctor or seek immediate medical care if: • You have signs of infection, such as: o Increased pain, swelling, warmth, or redness. o Red streaks leading from the area. o Pus draining from the area.",,,,medium,,,,,,False,pattern,False,True,206
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_32,Uncategorized,,Before Your Surgery What is a hemorrhoidectomy? Hemorrhoidectomy is surgery to remove hemorrhoids. These are swollen veins in the anal area.,,,,medium,,,,,,False,pattern,False,True,140
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_33,Medication Management,,"After surgery, the pain and itching from your hemorrhoids should go away. After this surgery, you will probably go home the same day. You will have some pain in your anal area.",,,,medium,,,,,,False,pattern,False,True,176
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_34,Uncategorized,,"After surgery, the pain and itching from your hemorrhoids should go away. After this surgery, you will probably go home the same day. You will have some pain in your anal area.",,,,medium,,,,,,False,pattern,False,True,176
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_35,Uncategorized,,"After you get home you may need help. For a short time after your surgery, you may be told to avoid certain physical activities. Plan ahead and arrange to have some help with chores after your surgery.",,,,low,,,,,,False,pattern,False,True,201
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_36,Follow-up Care,,When should you call your doctor? • You have questions or concerns. • You don't understand how to prepare for your surgery.,,,,medium,,,,,,False,pattern,False,True,123
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_37,Uncategorized,,"Take less pain medicine as your pain gets better. • Take your blood thinner and other m edicines as you were told. Hemorrhoidectomy: What to Expect at Home Your Recovery After you have hemorrhoids removed, you can expect to feel better each day.",,each day,,medium,,,,,,False,pattern,False,True,245
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_38,Uncategorized,,"After 1 to 2 weeks, you should be able to do most of your normal acti vities. But don't do things that require a lot of effort. It is important to avoid heavy lifting and straining with bowel movements while you recover.",,,,medium,,,,,,False,pattern,False,True,220
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_39,Uncategorized,,"When you first wake up from general anesthesia, you may be confused. Or it may be hard to think clearly. This is normal.",,,,low,,,,,,False,pattern,False,True,120
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_40,Uncategorized,,"When should you call for help? Call 911 anytime you think you may need emergency care. For example, call if: • You passed out (lost consciousness).",,,,medium,,,,,,False,pattern,False,True,147
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_41,Activity Restrictions,,Don't move quickly or lift anything heavy until you are feeling better.,,,,medium,,,,,,False,pattern,False,False,71
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_42,Uncategorized,,Don't do anything for 24 hours that r equires attention to detail.,,,for 24 hours,medium,,,,,,False,pattern,False,False,66
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_43,Activity Restrictions,,Rest when you feel tired. • Be active. Walking is a good choice.,,,,medium,,,,,,False,pattern,False,True,64
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_44,Diet & Nutrition,,You can start by going for 15 minute walks. • Eat healthy . Eating healthy foods will give your body the nutrients it needs to prepare for and handle th e surgery.,,,,medium,,,,,,False,pattern,False,True,163
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_45,Diet & Nutrition,,Eat healthy foods and drink enough fluids in the weeks before your surgery.,,,,medium,,,,,,False,pattern,False,False,75
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_46,Diet & Nutrition,,"You may feel nauseated, light headed dizzy or sleepy for up to 24 hours after your surgery • You may have a slight temperature for 2 days • You may feel tired for a few days after your surgery For 24 hours after your surgery do not…. Drive a vehicle Operate heavy equipment Drink alcohol or smoke Make any important or legal decisions At Home Slowly get more active. • Eat healthy and drink fluids as you did before surgery (unless your healthcare team gives you other instructions).",,,,high,,,,,,False,pattern,False,True,483
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_47,Diet & Nutrition,,"You may feel nauseated, light headed dizzy or sleepy for up to 24 hours after your surgery • You may have a slight temperature for 2 days • You may feel tired for a few days after your surgery For 24 hours after your surgery do not…. Drive a vehicle Operate heavy equipment Drink alcohol or smoke Make any important or legal decisions At Home Slowly get more active. • Eat healthy and drink fluids as you did before surgery (unless your healthcare team gives you other instructions).",,,,medium,,,,,,False,pattern,False,True,483
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_48,Diet & Nutrition,,Drink oral nutritional supplements (like Ensure Protein Max) for the first month after surgery to give you extra protein and help you heal faster.,,,,medium,,,,,,False,pattern,False,False,146
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_49,Diet & Nutrition,,"Diet • Start with light foods such as soup, toast and tea.",,,,medium,,,,,,False,pattern,False,False,58
[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,agent_output/organized_pdfs/General Surgery/[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery.pdf,General Surgery,General Surgery,0.82,[82%] DOCN_Hemrhoidectomy-or-other-Rectal-Surgery_50,Diet & Nutrition,,Drink plenty of water.,,,,medium,,,,,,False,pattern,False,False,22
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_1,Uncategorized,,You may have a feeling of tightness when you swallow for 6 - 8 weeks. This is from the swelling inside your esophagus. o Some patients experience bl oating after surgery.,,,,low,,,,,,False,pattern,False,True,170
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_2,Pain Management,,You should be seen in the office for follow -up 1-2 weeks after surgery. Please call and schedule an appointment. Instructions: o Dressing can be removed the day after surgery.,,,,medium,,,,,,False,pattern,False,True,176
[74%] 261421.pdf,agent_output/organized_pdfs/General Surgery/[74%] 261421.pdf,General Surgery,General Surgery,0.74,[74%] 261421_3,Hygiene,,You may shower once dress ing is removed. o AVOID soaking in a tub or going swimming until incisions are completely healed. o Wash wound with mild soap and water.,,,,low,,,,,,False,pattern,False,True,162
